,link,category
2233,https://www.1mg.com/otc/elinor-avocado-jojoba-beads-face-scrub-otc733713,face-scrubs-exfoliators
2234,https://www.1mg.com/otc/treaclemoon-papaya-summer-body-scrub-otc692148,face-scrubs-exfoliators
2235,https://www.1mg.com/otc/treaclemoon-wild-cherry-magic-body-scrub-otc692149,face-scrubs-exfoliators
2236,https://www.1mg.com/otc/biotique-walnut-exfoliating-polishing-face-scrub-otc822904,face-scrubs-exfoliators
2237,https://www.1mg.com/otc/cgg-cosmetics-coconut-shea-butter-gel-exfoliating-body-scrub-otc706636,face-scrubs-exfoliators
2238,https://www.1mg.com/otc/healing-pharma-x-heal-scrub-face-wash-60ml-each-activated-charcoal-menthol-otc800021,face-scrubs-exfoliators
2239,https://www.1mg.com/otc/zeoveda-tea-tree-sea-salt-scrub-otc842033,face-scrubs-exfoliators
2240,https://www.1mg.com/otc/elinor-moroccan-argan-rosehip-face-scrub-otc733756,face-scrubs-exfoliators
2241,https://www.1mg.com/otc/cgg-cosmetics-japanese-cherry-blossom-gel-exfoliating-body-scrub-otc706639,face-scrubs-exfoliators
2242,https://www.1mg.com/otc/qraa-men-de-tan-scrub-otc804709,face-scrubs-exfoliators
2243,https://www.1mg.com/otc/zeoveda-rose-sugar-scrub-otc842031,face-scrubs-exfoliators
2244,https://www.1mg.com/otc/astaberry-vitamin-c-face-wash-scrub-otc805368,face-scrubs-exfoliators
2245,https://www.1mg.com/otc/bare-body-essentials-armlicious-combo-of-under-arm-cream-50gm-and-under-arm-scrub-50gm-otc708454,face-scrubs-exfoliators
2246,https://www.1mg.com/otc/mcaffeine-anti-pollution-kit-otc725742,face-scrubs-exfoliators
2247,https://www.1mg.com/otc/zeoveda-charcoal-purifying-scrub-otc842034,face-scrubs-exfoliators
2248,https://www.1mg.com/otc/amarantha-avocado-walnut-face-scrub-otc720931,face-scrubs-exfoliators
2249,https://www.1mg.com/otc/volamena-de-tan-face-scrub-otc562812,face-scrubs-exfoliators
2250,https://www.1mg.com/otc/vaadi-herbals-saffron-skin-whitening-face-scrub-otc374086,face-scrubs-exfoliators
2251,https://www.1mg.com/otc/zeoveda-lavender-sugar-scrub-otc842032,face-scrubs-exfoliators
2252,https://www.1mg.com/otc/krishna-s-aloe-vera-walnut-scrub-otc469706,face-scrubs-exfoliators
2253,https://www.1mg.com/otc/wow-skin-science-himalayan-rose-face-body-scrub-otc812668,face-scrubs-exfoliators
2254,https://www.1mg.com/otc/origine-naturespired-face-scrub-walnut-aloe-vera-to-remove-dead-skin-otc696452,face-scrubs-exfoliators
2255,https://www.1mg.com/otc/w2-pure-radiance-saffron-face-scrub-otc712652,face-scrubs-exfoliators
2256,https://www.1mg.com/otc/volamena-exfoliating-micro-peeling-cranberry-scrub-otc507935,face-scrubs-exfoliators
2257,https://www.1mg.com/otc/elinor-coffee-scrub-otc733721,face-scrubs-exfoliators
2258,https://www.1mg.com/otc/body-cupid-chocolate-body-scrub-otc828025,face-scrubs-exfoliators
2259,https://www.1mg.com/otc/cgg-cosmetics-watermelon-sugar-exfoliating-body-scrub-otc758588,face-scrubs-exfoliators
2260,https://www.1mg.com/otc/muuchstac-herbal-skin-lightening-scrub-otc810342,face-scrubs-exfoliators
2261,https://www.1mg.com/otc/oshea-herbals-activated-charcoal-face-scrub-otc518868,face-scrubs-exfoliators
2262,https://www.1mg.com/otc/oshea-herbals-glopure-lightening-face-scrub-otc816153,face-scrubs-exfoliators
2263,https://www.1mg.com/otc/phy-pollution-protect-de-tan-face-body-scrub-otc774874,face-scrubs-exfoliators
2264,https://www.1mg.com/otc/emay-glow-face-body-scrub-otc796346,face-scrubs-exfoliators
2265,https://www.1mg.com/otc/globus-naturals-pomegranate-face-body-scrub-otc735659,face-scrubs-exfoliators
2266,https://www.1mg.com/otc/oshea-herbals-aprifresh-scrub-face-otc816084,face-scrubs-exfoliators
2267,https://www.1mg.com/otc/auravedic-age-repair-face-polish-otc508900,face-scrubs-exfoliators
2268,https://www.1mg.com/otc/grolet-rose-water-beetroot-extract-face-scrub-otc720410,face-scrubs-exfoliators
2269,https://www.1mg.com/otc/odeon-turmeric-yogurt-face-body-scrub-otc734542,face-scrubs-exfoliators
2270,https://www.1mg.com/otc/riyo-herbs-blackhead-eliminating-daily-scrub-otc762732,face-scrubs-exfoliators
2271,https://www.1mg.com/otc/treaclemoon-my-coconut-island-body-scrub-otc692147,face-scrubs-exfoliators
2272,https://www.1mg.com/otc/odeon-charcoal-tea-tree-face-body-scrub-otc734460,face-scrubs-exfoliators
2273,https://www.1mg.com/otc/nandika-beauty-whitening-insta-glow-face-scrub-otc746121,face-scrubs-exfoliators
2274,https://www.1mg.com/otc/phy-deep-cleansing-2-in-1-face-mask-scrub-otc716461,face-scrubs-exfoliators
2275,https://www.1mg.com/otc/muuchstac-combo-pack-of-herbal-skin-lightening-scrub-100gm-foam-face-wash-100ml-otc810510,face-scrubs-exfoliators
2276,https://www.1mg.com/otc/softal-caffeine-face-body-skin-scrub-otc679667,face-scrubs-exfoliators
2277,https://www.1mg.com/otc/oshea-herbals-cafeine-pro-intense-skin-awakening-coffee-face-scrub-otc726811,face-scrubs-exfoliators
2278,https://www.1mg.com/otc/qraa-men-ultra-radiance-gold-scrub-otc804875,face-scrubs-exfoliators
2279,https://www.1mg.com/otc/amazing-earth-charcoal-face-scrub-for-men-otc681131,face-scrubs-exfoliators
2280,https://www.1mg.com/otc/mcaffeine-deep-pore-cleansing-regime-kit-otc725743,face-scrubs-exfoliators
2281,https://www.1mg.com/otc/cosmo-fruit-burst-smoothie-face-body-scrub-apricot-peach-otc677199,face-scrubs-exfoliators
2282,https://www.1mg.com/otc/maxisoft-face-scrub-100gm-each-otc820078,face-scrubs-exfoliators
2283,https://www.1mg.com/otc/zeoveda-rose-sugar-scrub-otc842031,face-scrubs-exfoliators
2284,https://www.1mg.com/otc/vagad-s-khadi-herbal-handmade-basil-scrub-soap-otc499681,face-scrubs-exfoliators
2285,https://www.1mg.com/otc/indus-valley-bio-organic-skin-face-detoxifying-scrub-pack-diy-combo-beauty-kit-otc684962,face-scrubs-exfoliators
2286,https://www.1mg.com/otc/oshea-herbals-papayaclean-anti-blemish-face-scrub-otc816257,face-scrubs-exfoliators
2287,https://www.1mg.com/otc/zeoveda-charcoal-purifying-scrub-otc842034,face-scrubs-exfoliators
2288,https://www.1mg.com/otc/odeon-strawberry-aloe-vera-face-body-scrub-otc734533,face-scrubs-exfoliators
2289,https://www.1mg.com/otc/herbal-hills-glohills-scrub-cream-otc377260,face-scrubs-exfoliators
2290,https://www.1mg.com/otc/inatur-herbals-face-scrub-pomegranate-otc483131,face-scrubs-exfoliators
2291,https://www.1mg.com/otc/zeoveda-lavender-sugar-scrub-otc842032,face-scrubs-exfoliators
2292,https://www.1mg.com/otc/dr.-patkar-s-apple-cider-vinegar-face-wash-scrub-for-deep-cleansing-otc777519,face-scrubs-exfoliators
2293,https://www.1mg.com/otc/man-arden-de-tan-coffee-face-scrub-otc536189,face-scrubs-exfoliators
2294,https://www.1mg.com/otc/odeon-coffee-coconut-face-body-scrub-otc734470,face-scrubs-exfoliators
2295,https://www.1mg.com/otc/mcaffeine-daily-coffee-ctm-routine-kit-otc829966,face-scrubs-exfoliators
2296,https://www.1mg.com/otc/indus-valley-organic-ayurveda-ultra-rich-replenishing-face-scrub-otc516514,face-scrubs-exfoliators
2297,https://www.1mg.com/otc/fab-o-naturals-vitamin-c-face-scrub-otc814652,face-scrubs-exfoliators
2298,https://www.1mg.com/otc/medimade-wellness-activated-charcoal-face-scrub-100gm-each-otc717721,face-scrubs-exfoliators
2299,https://www.1mg.com/otc/fuschia-activated-charcoal-detoxifying-face-body-scrub-otc581172,face-scrubs-exfoliators
2300,https://www.1mg.com/otc/mirah-belle-cindrella-range-face-wash-200ml-each-scrub-otc611355,face-scrubs-exfoliators
2301,https://www.1mg.com/otc/nandika-beauty-gold-face-scrub-otc746138,face-scrubs-exfoliators
2302,https://www.1mg.com/otc/kazima-jojoba-facial-scrub-otc567102,face-scrubs-exfoliators
2303,https://www.1mg.com/otc/body-cupid-himalayan-rose-gold-body-scrub-otc828028,face-scrubs-exfoliators
2304,https://www.1mg.com/otc/elinor-green-tea-scrub-otc733737,face-scrubs-exfoliators
2305,https://www.1mg.com/otc/softal-sugar-lemon-scrub-otc740360,face-scrubs-exfoliators
2306,https://www.1mg.com/otc/sharangdhar-gandhar-daily-bath-scrub-otc540439,face-scrubs-exfoliators
2307,https://www.1mg.com/otc/dr.-patkar-s-combo-pack-of-apple-cider-vinegar-face-wash-100gm-and-face-wash-scrub-30gm-otc777646,face-scrubs-exfoliators
2308,https://www.1mg.com/otc/cgg-cosmetics-vitamin-c-gentle-scrub-otc678734,face-scrubs-exfoliators
2309,https://www.1mg.com/otc/mcaffeine-complete-coffee-skin-care-combo-otc725838,face-scrubs-exfoliators
2310,https://www.1mg.com/otc/medimade-wellness-activated-charcoal-face-scrub-100gm-each-otc717734,face-scrubs-exfoliators
2311,https://www.1mg.com/otc/ustraa-combo-pack-of-face-wash-for-oily-skin-200gm-de-tans-face-scrub-100gm-otc642057,face-scrubs-exfoliators
2312,https://www.1mg.com/otc/fabessentials-saffron-sandalwood-cranberry-face-scrub-otc777774,face-scrubs-exfoliators
2313,https://www.1mg.com/otc/mcaffeine-gift-kit-latte-otc706677,face-scrubs-exfoliators
2314,https://www.1mg.com/otc/skin-tatva-walnut-scrub-otc703535,face-scrubs-exfoliators
2315,https://www.1mg.com/otc/kazima-activated-charcoal-facial-scrub-otc567103,face-scrubs-exfoliators
2316,https://www.1mg.com/otc/softal-pomegranate-scrub-otc679670,face-scrubs-exfoliators
2317,https://www.1mg.com/otc/globus-naturals-walnut-orange-face-body-scrub-otc735660,face-scrubs-exfoliators
2318,https://www.1mg.com/otc/dr.-patkar-s-apple-cider-vinegar-face-wash-scrub-for-deep-cleansing-otc777518,face-scrubs-exfoliators
2319,https://www.1mg.com/otc/the-mani-pedi-essential-cool-cucumber-hands-feet-body-scrub-otc753211,face-scrubs-exfoliators
2320,https://www.1mg.com/otc/human-kind-body-scrub-otc713312,face-scrubs-exfoliators
2321,https://www.1mg.com/otc/softal-green-tea-aloevera-scrub-otc679669,face-scrubs-exfoliators
2322,https://www.1mg.com/otc/maxisoft-face-scrub-100gm-each-otc820080,face-scrubs-exfoliators
2323,https://www.1mg.com/otc/bio-resurge-anashwara-face-scrub-orange-otc421497,face-scrubs-exfoliators
2324,https://www.1mg.com/otc/grolet-green-tea-face-scrub-otc720409,face-scrubs-exfoliators
2325,https://www.1mg.com/otc/nat-esse-shahi-snan-body-scrub-otc763468,face-scrubs-exfoliators
2326,https://www.1mg.com/otc/zeoveda-rose-sugar-scrub-otc842031,face-scrubs-exfoliators
2327,https://www.1mg.com/otc/jovees-jojoba-neem-face-scrub-otc732332,face-scrubs-exfoliators
2328,https://www.1mg.com/otc/vaadi-herbals-anti-pollution-silver-face-scrub-pure-silver-dust-fenugreek-otc373497,face-scrubs-exfoliators
2329,https://www.1mg.com/otc/nat-esse-clear-skin-scrub-otc763523,face-scrubs-exfoliators
2330,https://www.1mg.com/otc/zeoveda-charcoal-purifying-scrub-otc842034,face-scrubs-exfoliators
2331,https://www.1mg.com/otc/grolet-activated-charcoal-face-scrub-otc720408,face-scrubs-exfoliators
2332,https://www.1mg.com/otc/fuschia-green-tea-clarifying-face-body-scrub-otc581173,face-scrubs-exfoliators
2333,https://www.1mg.com/otc/fabessentials-coffee-lavender-face-scrub-otc777775,face-scrubs-exfoliators
2334,https://www.1mg.com/otc/zeoveda-lavender-sugar-scrub-otc842032,face-scrubs-exfoliators
2335,https://www.1mg.com/otc/vedantika-herbals-liquorice-and-oats-body-scrub-otc390358,face-scrubs-exfoliators
2336,https://www.1mg.com/otc/globus-naturals-rose-honey-face-body-scrub-otc735657,face-scrubs-exfoliators
2337,https://www.1mg.com/otc/vedantika-herbals-ubtan-bridal-body-scrub-otc390364,face-scrubs-exfoliators
2338,https://www.1mg.com/otc/coronation-herbal-activated-charcoal-face-scrub-100gm-each-otc744592,face-scrubs-exfoliators
2339,https://www.1mg.com/otc/glosby-beauty-enhancing-walnut-scrub-otc719194,face-scrubs-exfoliators
2340,https://www.1mg.com/otc/vaadi-herbals-skin-polishing-diamond-face-scrub-otc373592,face-scrubs-exfoliators
2341,https://www.1mg.com/otc/hayze-cosmetics-ubtan-face-scrub-otc684118,face-scrubs-exfoliators
2342,https://www.1mg.com/otc/aloe-veda-dark-chocolate-detoxifying-salt-gel-scrub-otc476016,face-scrubs-exfoliators
2343,https://www.1mg.com/otc/mantra-peach-saffron-and-himalayan-rock-salt-micro-exfoliating-face-scrub-otc479256,face-scrubs-exfoliators
2344,https://www.1mg.com/otc/ayur-champ-herbo-scrub-cream-otc715551,face-scrubs-exfoliators
2345,https://www.1mg.com/otc/khadi-pure-herbal-apricot-walnut-cream-scrub-with-sheabutter-otc415127,face-scrubs-exfoliators
2346,https://www.1mg.com/otc/roots-and-herbs-sugar-face-scrub-indian-rose-red-sandalwood-otc700791,face-scrubs-exfoliators
2347,https://www.1mg.com/otc/oriental-botanics-neem-tea-tree-basil-body-scrub-otc631228,face-scrubs-exfoliators
2348,https://www.1mg.com/otc/coronation-herbal-coffee-face-scrub-100gm-each-otc744595,face-scrubs-exfoliators
2349,https://www.1mg.com/otc/fabindia-almond-face-scrub-otc812086,face-scrubs-exfoliators
2350,https://www.1mg.com/otc/medimade-wellness-activated-charcoal-face-gel-scrub-otc666446,face-scrubs-exfoliators
2351,https://www.1mg.com/otc/indus-valley-men-active-charcoal-mask-scrub-otc517120,face-scrubs-exfoliators
2352,https://www.1mg.com/otc/mystiq-living-green-coffee-blemish-clear-face-scrub-otc739287,face-scrubs-exfoliators
2353,https://www.1mg.com/otc/nirakle-nimbadi-choornam-face-glow-otc694474,face-scrubs-exfoliators
2354,https://www.1mg.com/otc/aravalli-neem-face-scrub-100gm-each-otc814337,face-scrubs-exfoliators
2355,https://www.1mg.com/otc/t-h-organics-green-tea-sugar-scrub-otc750236,face-scrubs-exfoliators
2356,https://www.1mg.com/otc/origine-naturespired-face-scrub-charcoal-walnut-for-deep-cleansing-otc696453,face-scrubs-exfoliators
2357,https://www.1mg.com/otc/coronation-herbal-activated-charcoal-face-gel-scrub-100gm-each-otc744575,face-scrubs-exfoliators
2358,https://www.1mg.com/otc/ayouth-veda-kunkumadi-facial-scrub-otc712804,face-scrubs-exfoliators
2359,https://www.1mg.com/otc/nat-esse-skin-rejuvenating-scrub-otc763508,face-scrubs-exfoliators
2360,https://www.1mg.com/otc/medimade-wellness-coffee-face-scrub-100gm-each-otc718302,face-scrubs-exfoliators
2361,https://www.1mg.com/otc/mylo-veda-kumkumadi-face-scrub-otc739454,face-scrubs-exfoliators
2362,https://www.1mg.com/otc/aloe-veda-chocolate-and-coffee-scrub-luxury-butter-bar-otc476122,face-scrubs-exfoliators
2363,https://www.1mg.com/otc/dr.-patkar-s-combo-pack-of-apple-cider-vinegar-hair-mask-100gm-and-face-wash-scrub-30gm-otc777640,face-scrubs-exfoliators
2364,https://www.1mg.com/otc/vilasa-aabha-face-body-scrub-otc782514,face-scrubs-exfoliators
2365,https://www.1mg.com/otc/vaadi-herbals-deep-moisturising-chocolate-face-scrub-otc373837,face-scrubs-exfoliators
2366,https://www.1mg.com/otc/maxisoft-face-scrub-100gm-each-otc820079,face-scrubs-exfoliators
2367,https://www.1mg.com/otc/globus-naturals-apricot-orange-face-body-scrub-otc735656,face-scrubs-exfoliators
2368,https://www.1mg.com/otc/kazima-de-tan-spa-facial-scrub-otc567101,face-scrubs-exfoliators
2369,https://www.1mg.com/otc/zeoveda-rose-sugar-scrub-otc842031,face-scrubs-exfoliators
2370,https://www.1mg.com/otc/nandika-beauty-wine-face-scrub-otc746133,face-scrubs-exfoliators
2371,https://www.1mg.com/otc/softal-face-body-tan-clear-exfoliating-scrub-otc679668,face-scrubs-exfoliators
2372,https://www.1mg.com/otc/khadi-pure-herbal-almond-honey-exfoliating-facial-scrub-otc415131,face-scrubs-exfoliators
2373,https://www.1mg.com/otc/zeoveda-charcoal-purifying-scrub-otc842034,face-scrubs-exfoliators
2374,https://www.1mg.com/otc/nandika-beauty-diamond-face-scrub-otc746125,face-scrubs-exfoliators
2375,https://www.1mg.com/otc/aravalli-neem-combo-pack-of-face-scrub-100gm-toner-100ml-otc815512,face-scrubs-exfoliators
2376,https://www.1mg.com/otc/coronation-herbal-activated-charcoal-face-gel-scrub-100gm-each-otc744574,face-scrubs-exfoliators
2377,https://www.1mg.com/otc/zeoveda-lavender-sugar-scrub-otc842032,face-scrubs-exfoliators
2378,https://www.1mg.com/otc/origine-naturespired-face-scrub-ubtan-almond-for-skin-tan-otc696454,face-scrubs-exfoliators
2379,https://www.1mg.com/otc/oriental-botanics-australian-tea-tree-face-scrub-otc631039,face-scrubs-exfoliators
2380,https://www.1mg.com/otc/bio-resurge-anashwara-face-scrub-strawberry-otc487182,face-scrubs-exfoliators
2381,https://www.1mg.com/otc/the-weird-man-almond-apricot-scrub-otc735988,face-scrubs-exfoliators
2382,https://www.1mg.com/otc/7days-coffee-body-scrub-otc679476,face-scrubs-exfoliators
2383,https://www.1mg.com/otc/coronation-herbal-coffee-face-scrub-100gm-each-otc744594,face-scrubs-exfoliators
2384,https://www.1mg.com/otc/khadi-pure-apricot-scrub-soap-otc499370,face-scrubs-exfoliators
2385,https://www.1mg.com/otc/coronation-herbal-activated-charcoal-face-scrub-100gm-each-otc744593,face-scrubs-exfoliators
2386,https://www.1mg.com/otc/mcaffeine-espresso-deep-exfoliation-kit-otc725806,face-scrubs-exfoliators
2387,https://www.1mg.com/otc/medimade-wellness-coffee-face-scrub-100gm-each-otc718299,face-scrubs-exfoliators
2388,https://www.1mg.com/otc/native-haat-distil-exfoliating-facial-scrub-himalyan-rose-otc476489,face-scrubs-exfoliators
2389,https://www.1mg.com/otc/khadi-pure-basil-scrub-soap-otc499369,face-scrubs-exfoliators
2390,https://www.1mg.com/otc/nandika-beauty-mix-fruit-face-scrub-otc746120,face-scrubs-exfoliators
2391,https://www.1mg.com/otc/t-h-organics-coffee-sugar-scrub-otc750231,face-scrubs-exfoliators
2392,https://www.1mg.com/otc/nandika-beauty-fruit-face-scrub-otc746137,face-scrubs-exfoliators
2393,https://www.1mg.com/otc/vaadi-herbals-lavender-anti-ageing-face-scrub-otc373951,face-scrubs-exfoliators
2394,https://www.1mg.com/otc/the-mani-pedi-essential-tango-passion-hands-feet-body-scrub-otc753209,face-scrubs-exfoliators
2395,https://www.1mg.com/otc/nat-esse-gulabi-glow-face-scrub-otc763465,face-scrubs-exfoliators
2396,https://www.1mg.com/otc/skinfood-black-sugar-perfect-essential-scrub-2x-otc749630,face-scrubs-exfoliators
2397,https://www.1mg.com/otc/vedasparsh-apricot-walnut-face-scrub-otc754531,face-scrubs-exfoliators
2398,https://www.1mg.com/otc/vaadi-herbals-lemongrass-anti-pigmentation-face-scrub-otc374001,face-scrubs-exfoliators
2399,https://www.1mg.com/otc/khadi-pure-herbal-gold-face-scrub-otc415134,face-scrubs-exfoliators
2400,https://www.1mg.com/otc/vaadi-herbals-skin-lightening-fruit-face-scrub-otc373555,face-scrubs-exfoliators
2401,https://www.1mg.com/otc/nandika-beauty-sandal-face-scrub-otc746119,face-scrubs-exfoliators
2402,https://www.1mg.com/otc/aloe-veda-chamomile-and-honey-exfoliating-jelly-scrub-otc475982,face-scrubs-exfoliators
2403,https://www.1mg.com/otc/khadi-pure-herbal-almond-honey-exfoliating-facial-scrub-otc415129,face-scrubs-exfoliators
2404,https://www.1mg.com/otc/mirah-belle-pink-walnut-face-scrub-otc612385,face-scrubs-exfoliators
2405,https://www.1mg.com/otc/machismo-coffee-mint-face-scrub-otc819612,face-scrubs-exfoliators
2406,https://www.1mg.com/otc/the-mani-pedi-essential-jasmine-orange-hands-feet-body-scrub-otc753208,face-scrubs-exfoliators
2407,https://www.1mg.com/otc/nandika-beauty-gold-face-scrub-otc746128,face-scrubs-exfoliators
2408,https://www.1mg.com/otc/vaadi-herbals-anti-acne-aloe-vera-face-scrub-otc373595,face-scrubs-exfoliators
2409,https://www.1mg.com/otc/native-haat-distil-exfoliating-facial-scrub-wild-jasmine-otc476490,face-scrubs-exfoliators
2410,https://www.1mg.com/otc/vedantika-herbals-facial-scrub-otc374221,face-scrubs-exfoliators
2411,https://www.1mg.com/otc/aravalli-neem-combo-pack-of-face-scrub-50-100gm-otc815494,face-scrubs-exfoliators
2412,https://www.1mg.com/otc/zeoveda-rose-sugar-scrub-otc842031,face-scrubs-exfoliators
2413,https://www.1mg.com/otc/matra-arabica-coffee-scrub-face-body-otc700926,face-scrubs-exfoliators
2414,https://www.1mg.com/otc/khadi-pure-herbal-rose-papaya-face-scrub-otc499332,face-scrubs-exfoliators
2415,https://www.1mg.com/otc/medimade-wellness-activated-charcoal-face-gel-scrub-100gm-each-otc717725,face-scrubs-exfoliators
2416,https://www.1mg.com/otc/zeoveda-charcoal-purifying-scrub-otc842034,face-scrubs-exfoliators
2417,https://www.1mg.com/otc/vaadi-herbals-24-carat-gold-scrub-sandalwood-turmeric-otc373478,face-scrubs-exfoliators
2418,https://www.1mg.com/otc/fuschia-coffee-cream-smoothening-face-body-scrub-otc581175,face-scrubs-exfoliators
2419,https://www.1mg.com/otc/aravalli-neem-combo-pack-of-face-wash-100ml-scrub-100gm-otc815504,face-scrubs-exfoliators
2420,https://www.1mg.com/otc/zeoveda-lavender-sugar-scrub-otc842032,face-scrubs-exfoliators
2421,https://www.1mg.com/otc/aravalli-neem-combo-pack-of-face-scrub-50gm-toner-100ml-otc815509,face-scrubs-exfoliators
2422,https://www.1mg.com/otc/the-mani-pedi-essential-bitter-almond-hands-feet-body-scrub-otc753207,face-scrubs-exfoliators
2423,https://www.1mg.com/otc/globus-naturals-oats-grapes-moisturizing-face-body-scrub-otc735658,face-scrubs-exfoliators
2424,https://www.1mg.com/otc/oshea-herbals-radiance-d-tan-face-scrub-otc815909,face-scrubs-exfoliators
2425,https://www.1mg.com/otc/saba-exfoliating-walnut-scrub-100ml-each-otc791851,face-scrubs-exfoliators
2426,https://www.1mg.com/otc/oshea-herbals-ubtan-glowing-tan-removing-face-scrub-otc815903,face-scrubs-exfoliators
2427,https://www.1mg.com/otc/native-haat-distil-exfoliating-facial-scrub-indian-sandalwood-otc476486,face-scrubs-exfoliators
2428,https://www.1mg.com/otc/nandika-beauty-fruit-face-scrub-otc746126,face-scrubs-exfoliators
2429,https://www.1mg.com/otc/nandika-beauty-fruit-face-scrub-otc746132,face-scrubs-exfoliators
2430,https://www.1mg.com/otc/the-mani-pedi-essential-ylang-mandarin-hands-feet-body-scrub-otc753210,face-scrubs-exfoliators
2431,https://www.1mg.com/otc/aravalli-neem-face-scrub-50gm-each-otc814332,face-scrubs-exfoliators
2432,https://www.1mg.com/otc/the-skin-story-moringa-face-scrub-otc658849,face-scrubs-exfoliators
2433,https://www.1mg.com/otc/nandika-beauty-gold-face-scrub-otc746123,face-scrubs-exfoliators
2434,https://www.1mg.com/otc/nandika-beauty-papaya-face-scrub-otc746136,face-scrubs-exfoliators
2435,https://www.1mg.com/otc/nandika-beauty-papaya-face-scrub-otc746122,face-scrubs-exfoliators
2436,https://www.1mg.com/otc/mantra-walnut-and-wheat-germ-face-scrub-for-men-otc479226,face-scrubs-exfoliators
2437,https://www.1mg.com/otc/pearldew-face-scrub-100gm-each-otc821368,face-scrubs-exfoliators
2438,https://www.1mg.com/otc/pearldew-face-scrub-100gm-each-otc821369,face-scrubs-exfoliators
2439,https://www.1mg.com/otc/man-arden-combo-pack-of-i-am-romantic-shampoo-body-wash-250ml-de-tan-coffee-face-scrub-100ml-otc822259,face-scrubs-exfoliators
2440,https://www.1mg.com/otc/nandika-beauty-de-tan-face-scrub-otc746127,face-scrubs-exfoliators
2441,https://www.1mg.com/otc/nandika-beauty-fruit-face-scrub-otc746131,face-scrubs-exfoliators
2442,https://www.1mg.com/otc/nandika-beauty-wine-face-scrub-otc746124,face-scrubs-exfoliators
2443,https://www.1mg.com/otc/nandika-beauty-gold-face-scrub-otc746134,face-scrubs-exfoliators
2444,https://www.1mg.com/otc/dr.-rashel-almond-scrub-otc855148,face-scrubs-exfoliators
2445,https://www.1mg.com/otc/plum-candy-melts-vegan-lip-scrub-red-velvet-love-otc859071,face-scrubs-exfoliators
2446,https://www.1mg.com/otc/keya-seth-aromatherapy-honey-gel-scrub-otc842079,face-scrubs-exfoliators
2447,https://www.1mg.com/otc/zeoveda-rose-sugar-scrub-otc842031,face-scrubs-exfoliators
2448,https://www.1mg.com/otc/glow-up-papaya-turmeric-face-scrub-otc843287,face-scrubs-exfoliators
2449,https://www.1mg.com/otc/dr.-rashel-pearl-scrub-otc855147,face-scrubs-exfoliators
2450,https://www.1mg.com/otc/dr.-rashel-charcoal-scrub-otc855150,face-scrubs-exfoliators
2451,https://www.1mg.com/otc/dr.-rashel-olive-scrub-otc855149,face-scrubs-exfoliators
2452,https://www.1mg.com/otc/plum-candy-melts-vegan-lip-scrub-mint-o-coco-otc859016,face-scrubs-exfoliators
2453,https://www.1mg.com/otc/keya-seth-aromatherapy-orange-gel-scrub-otc842115,face-scrubs-exfoliators
2454,https://www.1mg.com/otc/dr.-rashel-multani-mitti-scrub-otc855146,face-scrubs-exfoliators
2455,https://www.1mg.com/otc/zeoveda-rose-sugar-scrub-otc842031,face-scrubs-exfoliators
2456,https://www.1mg.com/otc/panchvati-herbals-blush-beauty-face-body-scrub-gel-otc848644,face-scrubs-exfoliators
2457,https://www.1mg.com/otc/ganeve-london-luxury-shower-scrub-orange-green-tea-otc860391,face-scrubs-exfoliators
2458,https://www.1mg.com/otc/mcaffeine-naked-raw-coffee-face-scrub-cappuccino-otc853077,face-scrubs-exfoliators
2459,https://www.1mg.com/otc/zeoveda-charcoal-purifying-scrub-otc842034,face-scrubs-exfoliators
2460,https://www.1mg.com/otc/mcaffeine-coffee-sugar-body-scrub-with-pomegranate-otc839198,face-scrubs-exfoliators
2461,https://www.1mg.com/otc/mcaffeine-summer-ready-green-tea-kit-otc863944,face-scrubs-exfoliators
2462,https://www.1mg.com/otc/ganeve-london-luxury-shower-scrub-coffee-patchouli-otc860343,face-scrubs-exfoliators
2463,https://www.1mg.com/otc/zeoveda-lavender-sugar-scrub-otc842032,face-scrubs-exfoliators
2464,https://www.1mg.com/otc/zeoveda-charcoal-purifying-scrub-otc842034,face-scrubs-exfoliators
2465,https://www.1mg.com/otc/mcaffeine-coffee-sugar-body-scrub-with-coconut-otc839197,face-scrubs-exfoliators
2466,https://www.1mg.com/otc/ganeve-london-luxury-shower-scrub-english-rose-pomegranate-otc860370,face-scrubs-exfoliators
2467,https://www.1mg.com/otc/ganeve-london-luxury-shower-scrub-orange-green-tea-otc860382,face-scrubs-exfoliators
2468,https://www.1mg.com/otc/zeoveda-lavender-sugar-scrub-otc842032,face-scrubs-exfoliators
2469,https://www.1mg.com/otc/zeoveda-tea-tree-sea-salt-scrub-otc842033,face-scrubs-exfoliators
2470,https://www.1mg.com/otc/mcaffeine-naked-raw-coffee-face-scrub-otc853066,face-scrubs-exfoliators
2471,https://www.1mg.com/otc/khadi-pure-herbal-apricot-walnut-cream-scrub-with-sheabutter-50gm-each-otc838652,face-scrubs-exfoliators
2472,https://www.1mg.com/otc/khadi-pure-herbal-almond-honey-exfoliating-facial-scrub-50gm-each-otc838873,face-scrubs-exfoliators
2473,https://www.1mg.com/otc/khadi-pure-herbal-almond-honey-exfoliating-facial-scrub-50gm-each-otc838872,face-scrubs-exfoliators
2474,https://www.1mg.com/otc/ganeve-london-luxury-shower-scrub-coffee-patchouli-otc860334,face-scrubs-exfoliators
